ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-06-30,56523036.32646972,48598962.03734352,66985047.91447184,56523036.32646972,56523036.32646972,1328961.1324744064,1328961.1324744064,1328961.1324744064,666336.9238909429,666336.9238909429,666336.9238909429,662624.2085834634,662624.2085834634,662624.2085834634,0.0,0.0,0.0,57851997.45894413
2023-07-01,56521723.397133306,48311202.011151776,66927154.21047635,56521723.397133306,56521723.397133306,814021.7230237661,814021.7230237661,814021.7230237661,257615.59947272652,257615.59947272652,257615.59947272652,556406.1235510395,556406.1235510395,556406.1235510395,0.0,0.0,0.0,57335745.12015707
2023-07-02,56520410.46779689,47943824.53624219,65637161.69845356,56520410.46779689,56520410.46779689,463390.94689318875,463390.94689318875,463390.94689318875,26329.72047197703,26329.72047197703,26329.72047197703,437061.22642121173,437061.22642121173,437061.22642121173,0.0,0.0,0.0,56983801.41469008
2023-07-03,56519097.53846048,46236491.277932175,65118035.46869854,56519097.53846048,56519097.53846048,-778370.82446167,-778370.82446167,-778370.82446167,-1086491.780517901,-1086491.780517901,-1086491.780517901,308120.9560562311,308120.9560562311,308120.9560562311,0.0,0.0,0.0,55740726.71399881
2023-07-04,56517784.609124064,46978376.5230683,65664807.91327758,56517784.609124064,56517784.609124064,-685935.4975586529,-685935.4975586529,-685935.4975586529,-859143.5992374668,-859143.5992374668,-859143.5992374668,173208.10167881387,173208.10167881387,173208.10167881387,0.0,0.0,0.0,55831849.11156541
2023-07-05,56516471.67978765,47496159.76271502,65995545.19148798,56516471.67978765,56516471.67978765,607965.7839326083,607965.7839326083,607965.7839326083,572021.30351613,572021.30351613,572021.30351613,35944.480416478305,35944.480416478305,35944.480416478305,0.0,0.0,0.0,57124437.46372026
2023-07-06,56515158.75045124,48206847.800316736,65349729.81875333,56515158.75045124,56515158.75045124,323194.6594756387,323194.6594756387,323194.6594756387,423331.8324038622,423331.8324038622,423331.8324038622,-100137.17292822347,-100137.17292822347,-100137.17292822347,0.0,0.0,0.0,56838353.40992688
2023-07-07,56513845.82111483,47245156.70375174,66197629.04294187,56513845.82111483,56513845.82111483,434662.12019470823,434662.12019470823,434662.12019470823,666336.9238911086,666336.9238911086,666336.9238911086,-231674.8036964003,-231674.8036964003,-231674.8036964003,0.0,0.0,0.0,56948507.94130954
2023-07-08,56512532.89221759,47552063.34560641,65973847.32207709,56512532.89221759,56512532.89221759,-97934.5031354913,-97934.5031354913,-97934.5031354913,257615.599473209,257615.599473209,257615.599473209,-355550.1026087003,-355550.1026087003,-355550.1026087003,0.0,0.0,0.0,56414598.3890821
2023-07-09,56511219.96332035,46630458.25556672,64953550.09600088,56511219.96332035,56511219.96332035,-442621.63105146994,-442621.63105146994,-442621.63105146994,26329.720472432953,26329.720472432953,26329.720472432953,-468951.3515239029,-468951.3515239029,-468951.3515239029,0.0,0.0,0.0,56068598.33226888
2023-07-10,56509907.03442312,44928236.76807178,63571547.9418381,56509907.03442312,56509907.03442312,-1655916.518278207,-1655916.518278207,-1655916.518278207,-1086491.7805196915,-1086491.7805196915,-1086491.7805196915,-569424.7377585154,-569424.7377585154,-569424.7377585154,0.0,0.0,0.0,54853990.51614492
2023-07-11,56508594.10552588,45760913.15699126,64173017.80465372,56508594.10552588,56508594.10552588,-1514056.8279659785,-1514056.8279659785,-1514056.8279659785,-859143.5992387522,-859143.5992387522,-859143.5992387522,-654913.2287272265,-654913.2287272265,-654913.2287272265,0.0,0.0,0.0,54994537.277559906
2023-07-12,56507281.17662864,46575441.80060323,66201875.36186873,56507281.17662864,56507281.17662864,-151761.21426667713,-151761.21426667713,-151761.21426667713,572021.3035170557,572021.3035170557,572021.3035170557,-723782.5177837327,-723782.5177837327,-723782.5177837327,0.0,0.0,0.0,56355519.96236196
2023-07-13,56505968.24773141,46734000.699385084,65676918.553494975,56505968.24773141,56505968.24773141,-351502.1405176258,-351502.1405176258,-351502.1405176258,423331.83240449126,423331.83240449126,423331.83240449126,-774833.9729221171,-774833.9729221171,-774833.9729221171,0.0,0.0,0.0,56154466.10721379
2023-07-14,56504655.31883416,47393070.98780516,65710612.36962043,56504655.31883416,56504655.31883416,-140968.0051189446,-140968.0051189446,-140968.0051189446,666336.9238909977,666336.9238909977,666336.9238909977,-807304.9290099422,-807304.9290099422,-807304.9290099422,0.0,0.0,0.0,56363687.31371522
2023-07-15,56503342.38993693,46409043.62338034,64850811.46021522,56503342.38993693,56503342.38993693,-563241.4490822011,-563241.4490822011,-563241.4490822011,257615.5994723629,257615.5994723629,257615.5994723629,-820857.0485545639,-820857.0485545639,-820857.0485545639,0.0,0.0,0.0,55940100.94085473
2023-07-16,56502029.46103969,46809381.18865375,64671775.86704152,56502029.46103969,56502029.46103969,-789224.103477784,-789224.103477784,-789224.103477784,26329.720471320346,26329.720471320346,26329.720471320346,-815553.8239491043,-815553.8239491043,-815553.8239491043,0.0,0.0,0.0,55712805.35756191
2023-07-17,56500716.53214245,45613220.6170922,63967393.60126123,56500716.53214245,56500716.53214245,-1878320.3756538003,-1878320.3756538003,-1878320.3756538003,-1086491.7805196797,-1086491.7805196797,-1086491.7805196797,-791828.5951341207,-791828.5951341207,-791828.5951341207,0.0,0.0,0.0,54622396.15648865
2023-07-18,56499403.60324521,45778306.26615605,63656098.013310485,56499403.60324521,56499403.60324521,-1609588.301332216,-1609588.301332216,-1609588.301332216,-859143.5992366795,-859143.5992366795,-859143.5992366795,-750444.7020955367,-750444.7020955367,-750444.7020955367,0.0,0.0,0.0,54889815.301913
2023-07-19,56498090.67434798,46483407.73786665,65218826.75643567,56498090.67434798,56498090.67434798,-120428.27121608055,-120428.27121608055,-120428.27121608055,572021.3035144163,572021.3035144163,572021.3035144163,-692449.5747304969,-692449.5747304969,-692449.5747304969,0.0,0.0,0.0,56377662.4031319
2023-07-20,56496777.74545075,47234117.505418986,65811014.57079074,56496777.74545075,56496777.74545075,-195792.8464416933,-195792.8464416933,-195792.8464416933,423331.8324042056,423331.8324042056,423331.8324042056,-619124.6788458988,-619124.6788458988,-619124.6788458988,0.0,0.0,0.0,56300984.89900906
2023-07-21,56495464.8165535,46810656.73197683,65553339.88752367,56495464.8165535,56495464.8165535,134403.63982229325,134403.63982229325,134403.63982229325,666336.9238911634,666336.9238911634,666336.9238911634,-531933.2840688701,-531933.2840688701,-531933.2840688701,0.0,0.0,0.0,56629868.4563758
2023-07-22,56494151.88765627,46875822.13177066,65504447.13637198,56494151.88765627,56494151.88765627,-174852.3978066886,-174852.3978066886,-174852.3978066886,257615.5994735646,257615.5994735646,257615.5994735646,-432467.99728025316,-432467.99728025316,-432467.99728025316,0.0,0.0,0.0,56319299.48984958
2023-07-23,56492838.95875903,47748119.26823439,66265863.13634583,56492838.95875903,56492838.95875903,-296070.195687895,-296070.195687895,-296070.195687895,26329.72047123204,26329.72047123204,26329.72047123204,-322399.916159127,-322399.916159127,-322399.916159127,0.0,0.0,0.0,56196768.763071135
2023-07-24,56491526.02986179,45943540.29585793,64429389.785765365,56491526.02986179,56491526.02986179,-1289922.8865733617,-1289922.8865733617,-1289922.8865733617,-1086491.7805174738,-1086491.7805174738,-1086491.7805174738,-203431.10605588788,-203431.10605588788,-203431.10605588788,0.0,0.0,0.0,55201603.14328843
2023-07-25,56490213.10096455,46338492.78086459,64242632.975829944,56490213.10096455,56490213.10096455,-936395.4954777224,-936395.4954777224,-936395.4954777224,-859143.5992362857,-859143.5992362857,-859143.5992362857,-77251.89624143681,-77251.89624143681,-77251.89624143681,0.0,0.0,0.0,55553817.60548683
2023-07-26,56488900.17206732,47882927.24985424,66382791.42328913,56488900.17206732,56488900.17206732,626517.066576226,626517.066576226,626517.066576226,572021.3035141188,572021.3035141188,572021.3035141188,54495.76306210713,54495.76306210713,54495.76306210713,0.0,0.0,0.0,57115417.23864355
2023-07-27,56487587.243170075,48383754.59581684,66788717.296173714,56487587.243170075,56487587.243170075,613579.7661685746,613579.7661685746,613579.7661685746,423331.8324044452,423331.8324044452,423331.8324044452,190247.93376412932,190247.93376412932,190247.93376412932,0.0,0.0,0.0,57101167.00933865
2023-07-28,56486274.31427284,48394208.633069456,66222949.230696164,56486274.31427284,56486274.31427284,994877.6068490581,994877.6068490581,994877.6068490581,666336.9238910523,666336.9238910523,666336.9238910523,328540.6829580058,328540.6829580058,328540.6829580058,0.0,0.0,0.0,57481151.9211219
2023-07-29,56484961.38537561,48053101.64911299,66409146.35233231,56484961.38537561,56484961.38537561,725639.7391567613,725639.7391567613,725639.7391567613,257615.59947271837,257615.59947271837,257615.59947271837,468024.13968404295,468024.13968404295,468024.13968404295,0.0,0.0,0.0,57210601.12453237
2023-07-30,56483648.456478365,48102471.316152915,67122378.81740165,56483648.456478365,56483648.456478365,633798.3762995333,633798.3762995333,633798.3762995333,26329.720471687877,26329.720471687877,26329.720471687877,607468.6558278454,607468.6558278454,607468.6558278454,0.0,0.0,0.0,57117446.832777895
2023-07-31,56482335.52958307,46445664.20820145,65285813.93410218,56482335.52958307,56482335.52958307,-340728.34163372166,-340728.34163372166,-340728.34163372166,-1086491.780517462,-1086491.780517462,-1086491.780517462,745763.4388837403,745763.4388837403,745763.4388837403,0.0,0.0,0.0,56141607.187949345
2023-08-01,56481022.602687776,47289036.3034801,66143575.665058196,56481022.602687776,56481022.602687776,22764.731433197365,22764.731433197365,22764.731433197365,-859143.599234213,-859143.599234213,-859143.599234213,881908.3306674104,881908.3306674104,881908.3306674104,0.0,0.0,0.0,56503787.334120974
2023-08-02,56479709.67579248,49094387.08513476,66848219.22243869,56479709.67579248,56479709.67579248,1587020.984002036,1587020.984002036,1587020.984002036,572021.3035162679,572021.3035162679,572021.3035162679,1014999.6804857684,1014999.6804857684,1014999.6804857684,0.0,0.0,0.0,58066730.65979452
2023-08-03,56478396.748897195,48931526.298396505,67875304.6526763,56478396.748897195,56478396.748897195,1567543.3266079812,1567543.3266079812,1567543.3266079812,423331.8324036342,423331.8324036342,423331.8324036342,1144211.494204347,1144211.494204347,1144211.494204347,0.0,0.0,0.0,58045940.075505175
2023-08-04,56477083.8220019,49446832.17789114,67324230.03087804,56477083.8220019,56477083.8220019,1935110.1477194233,1935110.1477194233,1935110.1477194233,666336.9238912056,666336.9238912056,666336.9238912056,1268773.2238282177,1268773.2238282177,1268773.2238282177,0.0,0.0,0.0,58412193.96972132
2023-08-05,56475770.895106606,49207044.00994782,67686103.72940356,56475770.895106606,56475770.895106606,1645561.288768709,1645561.288768709,1645561.288768709,257615.59947289614,257615.59947289614,257615.59947289614,1387945.6892958127,1387945.6892958127,1387945.6892958127,0.0,0.0,0.0,58121332.183875315
2023-08-06,56474457.96821131,49148598.384735025,68034764.04729708,56474457.96821131,56474457.96821131,1527326.4112217147,1527326.4112217147,1527326.4112217147,26329.720472143716,26329.720472143716,26329.720472143716,1500996.6907495707,1500996.6907495707,1500996.6907495707,0.0,0.0,0.0,58001784.37943302
2023-08-07,56473145.04131601,47399202.57045194,66402735.89693187,56473145.04131601,56473145.04131601,520686.0927759275,520686.0927759275,520686.0927759275,-1086491.7805192522,-1086491.7805192522,-1086491.7805192522,1607177.8732951798,1607177.8732951798,1607177.8732951798,0.0,0.0,0.0,56993831.134091936
2023-08-08,56471832.11442072,48026644.8858459,66653747.99352225,56471832.11442072,56471832.11442072,846560.7479151939,846560.7479151939,846560.7479151939,-859143.5992338193,-859143.5992338193,-859143.5992338193,1705704.347149013,1705704.347149013,1705704.347149013,0.0,0.0,0.0,57318392.86233591
2023-08-09,56470519.18752542,49489905.187618494,68411973.49077848,56470519.18752542,56470519.18752542,2367759.7497579833,2367759.7497579833,2367759.7497579833,572021.3035124054,572021.3035124054,572021.3035124054,1795738.4462455781,1795738.4462455781,1795738.4462455781,0.0,0.0,0.0,58838278.937283404
2023-08-10,56469206.26063014,49401353.9692733,68034671.23271531,56469206.26063014,56469206.26063014,2299710.664476348,2299710.664476348,2299710.664476348,423331.83240387385,423331.83240387385,423331.83240387385,1876378.8320724745,1876378.8320724745,1876378.8320724745,0.0,0.0,0.0,58768916.92510649
2023-08-11,56467893.33373484,49808162.73281452,67981394.312179,56467893.33373484,56467893.33373484,2612992.846950412,2612992.846950412,2612992.846950412,666336.9238910947,666336.9238910947,666336.9238910947,1946655.923059317,1946655.923059317,1946655.923059317,0.0,0.0,0.0,59080886.18068525
2023-08-12,56466580.40683955,49186314.48326525,68555953.98676649,56466580.40683955,56466580.40683955,2263149.960766472,2263149.960766472,2263149.960766472,257615.59947204994,257615.59947204994,257615.59947204994,2005534.3612944216,2005534.3612944216,2005534.3612944216,0.0,0.0,0.0,58729730.36760602
2023-08-13,56465267.47994425,49189523.166210875,67367903.13499998,56465267.47994425,56465267.47994425,2078252.6477534792,2078252.6477534792,2078252.6477534792,26329.72047103111,26329.72047103111,26329.72047103111,2051922.9272824482,2051922.9272824482,2051922.9272824482,0.0,0.0,0.0,58543520.12769773
2023-08-14,56463954.55304895,49018055.96868519,66852978.82305448,56463954.55304895,56463954.55304895,998200.2101860084,998200.2101860084,998200.2101860084,-1086491.7805174382,-1086491.7805174382,-1086491.7805174382,2084691.9907034466,2084691.9907034466,2084691.9907034466,0.0,0.0,0.0,57462154.76323496
2023-08-15,56462641.62615366,49144095.09523789,67300184.40969872,56462641.62615366,56462641.62615366,1243554.6530756098,1243554.6530756098,1243554.6530756098,-859143.599237699,-859143.599237699,-859143.599237699,2102698.2523133084,2102698.2523133084,2102698.2523133084,0.0,0.0,0.0,57706196.279229276
2023-08-16,56461328.699258365,50575839.94763479,68372253.40241328,56461328.699258365,56461328.699258365,2676837.5048538917,2676837.5048538917,2676837.5048538917,572021.3035145546,572021.3035145546,572021.3035145546,2104816.201339337,2104816.201339337,2104816.201339337,0.0,0.0,0.0,59138166.204112254
2023-08-17,56460015.77236308,49720865.47482184,69182047.62587906,56460015.77236308,56460015.77236308,2513307.2285282174,2513307.2285282174,2513307.2285282174,423331.8324041136,423331.8324041136,423331.8324041136,2089975.396124104,2089975.396124104,2089975.396124104,0.0,0.0,0.0,58973323.0008913
2023-08-18,56458702.84546778,49709495.075287975,67644297.36146115,56458702.84546778,56458702.84546778,2723539.3090321673,2723539.3090321673,2723539.3090321673,666336.9238912604,666336.9238912604,666336.9238912604,2057202.3851409068,2057202.3851409068,2057202.3851409068,0.0,0.0,0.0,59182242.15449995
2023-08-19,56457389.91857249,49008745.233098835,67890240.75264946,56457389.91857249,56457389.91857249,2263281.4313427038,2263281.4313427038,2263281.4313427038,257615.5994722277,257615.5994722277,257615.5994722277,2005665.8318704758,2005665.8318704758,2005665.8318704758,0.0,0.0,0.0,58720671.3499152
2023-08-20,56456076.991677195,48611263.612910084,67737808.40450053,56456076.991677195,56456076.991677195,1961052.9207449977,1961052.9207449977,1961052.9207449977,26329.720475648013,26329.720475648013,26329.720475648013,1934723.2002693499,1934723.2002693499,1934723.2002693499,0.0,0.0,0.0,58417129.912422195
2023-08-21,56454764.0647819,48163528.86886104,66895095.84020375,56454764.0647819,56454764.0647819,757475.4255565982,757475.4255565982,757475.4255565982,-1086491.7805192284,-1086491.7805192284,-1086491.7805192284,1843967.2060758267,1843967.2060758267,1843967.2060758267,0.0,0.0,0.0,57212239.4903385
2023-08-22,56453451.137886606,47758594.01298637,65870403.71830024,56453451.137886606,56453451.137886606,874126.5503863024,874126.5503863024,874126.5503863024,-859143.5992373052,-859143.5992373052,-859143.5992373052,1733270.1496236078,1733270.1496236078,1733270.1496236078,0.0,0.0,0.0,57327577.68827291
2023-08-23,56452138.21201429,49894929.47373525,68640979.21319225,56452138.21201429,56452138.21201429,2174845.52625739,2174845.52625739,2174845.52625739,572021.3035142571,572021.3035142571,572021.3035142571,1602824.2227431329,1602824.2227431329,1602824.2227431329,0.0,0.0,0.0,58626983.738271676
2023-08-24,56450825.28614198,48692495.825037174,67610435.82720834,56450825.28614198,56450825.28614198,1876507.7605015093,1876507.7605015093,1876507.7605015093,423331.8324038279,423331.8324038279,423331.8324038279,1453175.9280976814,1453175.9280976814,1453175.9280976814,0.0,0.0,0.0,58327333.04664349
2023-08-25,56449512.360269666,49170210.780892566,67916505.31912172,56449512.360269666,56449512.360269666,1951589.7879685794,1951589.7879685794,1951589.7879685794,666336.9238908729,666336.9238908729,666336.9238908729,1285252.8640777066,1285252.8640777066,1285252.8640777066,0.0,0.0,0.0,58401102.14823824
2023-08-26,56448199.43439735,48438233.1749727,66488629.1161048,56448199.43439735,56448199.43439735,1357996.9093054256,1357996.9093054256,1357996.9093054256,257615.59947373412,257615.59947373412,257615.59947373412,1100381.3098316917,1100381.3098316917,1100381.3098316917,0.0,0.0,0.0,57806196.34370277
2023-08-27,56446886.50852504,48302722.95218665,67119192.18766882,56446886.50852504,56446886.50852504,926623.0090843914,926623.0090843914,926623.0090843914,26329.72047296698,26329.72047296698,26329.72047296698,900293.2886114243,900293.2886114243,900293.2886114243,0.0,0.0,0.0,57373509.517609425
2023-08-28,56445573.582652725,46905644.07954699,64997473.37730952,56445573.582652725,56445573.582652725,-399369.6938600125,-399369.6938600125,-399369.6938600125,-1086491.7805210187,-1086491.7805210187,-1086491.7805210187,687122.0866610062,687122.0866610062,687122.0866610062,0.0,0.0,0.0,56046203.888792716
2023-08-29,56444260.65678041,46560033.7704781,65455837.53296192,56444260.65678041,56444260.65678041,-395758.04867001553,-395758.04867001553,-395758.04867001553,-859143.5992352325,-859143.5992352325,-859143.5992352325,463385.5505652169,463385.5505652169,463385.5505652169,0.0,0.0,0.0,56048502.60811039
2023-08-30,56442947.73090809,47805018.11496715,65995993.83694565,56442947.73090809,56442947.73090809,803978.1714389868,803978.1714389868,803978.1714389868,572021.3035151829,572021.3035151829,572021.3035151829,231956.8679238039,231956.8679238039,231956.8679238039,0.0,0.0,0.0,57246925.90234707
2023-08-31,56441634.805035785,47677056.42491857,65901744.46999586,56441634.805035785,56441634.805035785,419354.77488529304,419354.77488529304,419354.77488529304,423331.8324049823,423331.8324049823,423331.8324049823,-3977.0575196893033,-3977.0575196893033,-3977.0575196893033,0.0,0.0,0.0,56860989.579921074
2023-09-01,56440321.87916347,47624442.2664834,65747577.486963,56440321.87916347,56440321.87916347,425367.81645054964,425367.81645054964,425367.81645054964,666336.9238910384,666336.9238910384,666336.9238910384,-240969.10744048876,-240969.10744048876,-240969.10744048876,0.0,0.0,0.0,56865689.69561402
2023-09-02,56439008.95329115,47123002.23144757,64912422.43369962,56439008.95329115,56439008.95329115,-217760.7833758762,-217760.7833758762,-217760.7833758762,257615.59947391186,257615.59947391186,257615.59947391186,-475376.38284978806,-475376.38284978806,-475376.38284978806,0.0,0.0,0.0,56221248.169915274
2023-09-03,56437696.027418844,46852474.216086835,64882189.774691395,56437696.027418844,56437696.027418844,-677104.5059539899,-677104.5059539899,-677104.5059539899,26329.720473422887,26329.720473422887,26329.720473422887,-703434.2264274127,-703434.2264274127,-703434.2264274127,0.0,0.0,0.0,55760591.521464854
2023-09-04,56436383.101546526,45831751.44030478,64002030.185643874,56436383.101546526,56436383.101546526,-2007829.8998349286,-2007829.8998349286,-2007829.8998349286,-1086491.7805210066,-1086491.7805210066,-1086491.7805210066,-921338.1193139218,-921338.1193139218,-921338.1193139218,0.0,0.0,0.0,54428553.201711595
2023-09-05,56435070.175674215,45476638.37027129,63639542.77797731,56435070.175674215,56435070.175674215,-1984475.0100516395,-1984475.0100516395,-1984475.0100516395,-859143.5992407912,-859143.5992407912,-859143.5992407912,-1125331.4108108485,-1125331.4108108485,-1125331.4108108485,0.0,0.0,0.0,54450595.16562258
2023-09-06,56433757.249801904,46480683.012220785,65042891.406078786,56433757.249801904,56433757.249801904,-739775.2625826541,-739775.2625826541,-739775.2625826541,572021.3035161085,572021.3035161085,572021.3035161085,-1311796.5660987627,-1311796.5660987627,-1311796.5660987627,0.0,0.0,0.0,55693981.98721925
2023-09-07,56432444.323929586,46187266.67934832,64615573.62354825,56432444.323929586,56432444.323929586,-1054015.5758952708,-1054015.5758952708,-1054015.5758952708,423331.83240417123,423331.83240417123,423331.83240417123,-1477347.408299442,-1477347.408299442,-1477347.408299442,0.0,0.0,0.0,55378428.74803431
2023-09-08,56431131.398057275,46249335.9955979,64766544.16078085,56431131.398057275,56431131.398057275,-952582.7716271852,-952582.7716271852,-952582.7716271852,666336.9238912042,666336.9238912042,666336.9238912042,-1618919.6955183893,-1618919.6955183893,-1618919.6955183893,0.0,0.0,0.0,55478548.62643009
2023-09-09,56429818.47218496,45617842.334657304,63859301.03237402,56429818.47218496,56429818.47218496,-1476241.717657457,-1476241.717657457,-1476241.717657457,257615.5994730656,257615.5994730656,257615.5994730656,-1733857.3171305226,-1733857.3171305226,-1733857.3171305226,0.0,0.0,0.0,54953576.75452751
2023-09-10,56428505.546312645,45322692.69952458,63194848.063208,56428505.546312645,56428505.546312645,-1793661.7001234803,-1793661.7001234803,-1793661.7001234803,26329.72047231035,26329.72047231035,26329.72047231035,-1819991.4205957905,-1819991.4205957905,-1819991.4205957905,0.0,0.0,0.0,54634843.84618916
2023-09-11,56427192.620440334,44495355.35866662,63029737.12722521,56427192.620440334,56427192.620440334,-2962201.6722848066,-2962201.6722848066,-2962201.6722848066,-1086491.780520603,-1086491.780520603,-1086491.780520603,-1875709.8917642036,-1875709.8917642036,-1875709.8917642036,0.0,0.0,0.0,53464990.94815553
2023-09-12,56425879.694568016,43979725.16098207,62934970.86549021,56425879.694568016,56425879.694568016,-2759158.4060279173,-2759158.4060279173,-2759158.4060279173,-859143.5992387183,-859143.5992387183,-859143.5992387183,-1900014.8067891991,-1900014.8067891991,-1900014.8067891991,0.0,0.0,0.0,53666721.288540095
2023-09-13,56424566.768695705,46140868.71604078,64710347.484820664,56424566.768695705,56424566.768695705,-1320544.4449583841,-1320544.4449583841,-1320544.4449583841,572021.3035170344,572021.3035170344,572021.3035170344,-1892565.7484754187,-1892565.7484754187,-1892565.7484754187,0.0,0.0,0.0,55104022.32373732
2023-09-14,56423253.84282339,45556749.263865,64333427.318289876,56423253.84282339,56423253.84282339,-1430375.3952572497,-1430375.3952572497,-1430375.3952572497,423331.832404411,423331.832404411,423331.832404411,-1853707.2276616606,-1853707.2276616606,-1853707.2276616606,0.0,0.0,0.0,54992878.447566144
2023-09-15,56421940.916951075,46951637.92804223,64642920.54514266,56421940.916951075,56421940.916951075,-1118141.9382888607,-1118141.9382888607,-1118141.9382888607,666336.9238910931,666336.9238910931,666336.9238910931,-1784478.8621799538,-1784478.8621799538,-1784478.8621799538,0.0,0.0,0.0,55303798.978662215
2023-09-16,56420627.99085291,44955702.38538964,64181213.869899,56420627.99085291,56420627.99085291,-1428991.8314600836,-1428991.8314600836,-1428991.8314600836,257615.59947354818,257615.59947354818,257615.59947354818,-1686607.4309336317,-1686607.4309336317,-1686607.4309336317,0.0,0.0,0.0,54991636.159392826
2023-09-17,56419315.06475473,45791206.12235096,63868961.24152149,56419315.06475473,56419315.06475473,-1536150.705324658,-1536150.705324658,-1536150.705324658,26329.720471197816,26329.720471197816,26329.720471197816,-1562480.425795856,-1562480.425795856,-1562480.425795856,0.0,0.0,0.0,54883164.359430075
2023-09-18,56418002.138656564,44772928.274508536,63659936.26983535,56418002.138656564,56418002.138656564,-2501593.0352791674,-2501593.0352791674,-2501593.0352791674,-1086491.780518789,-1086491.780518789,-1086491.780518789,-1415101.254760378,-1415101.254760378,-1415101.254760378,0.0,0.0,0.0,53916409.103377394
2023-09-19,56416689.21255839,45326444.3496639,62680961.50630795,56416689.21255839,56416689.21255839,-2107170.389844352,-2107170.389844352,-2107170.389844352,-859143.5992400036,-859143.5992400036,-859143.5992400036,-1248026.7906043483,-1248026.7906043483,-1248026.7906043483,0.0,0.0,0.0,54309518.82271404
2023-09-20,56415376.28646022,46477585.51009796,65814654.09324215,56415376.28646022,56415376.28646022,-493267.1904770885,-493267.1904770885,-493267.1904770885,572021.303516737,572021.303516737,572021.303516737,-1065288.4939938253,-1065288.4939938253,-1065288.4939938253,0.0,0.0,0.0,55922109.09598313
2023-09-21,56414063.360362045,46621205.123687856,65110157.57719507,56414063.360362045,56414063.360362045,-447967.01972804905,-447967.01972804905,-447967.01972804905,423331.83240412537,423331.83240412537,423331.83240412537,-871298.8521321744,-871298.8521321744,-871298.8521321744,0.0,0.0,0.0,55966096.340633996
2023-09-22,56412750.434263885,46871499.82061541,66131440.18911086,56412750.434263885,56412750.434263885,-4408.42384003747,-4408.42384003747,-4408.42384003747,666336.9238912466,666336.9238912466,666336.9238912466,-670745.347731284,-670745.347731284,-670745.347731284,0.0,0.0,0.0,56408342.01042385
2023-09-23,56411437.5081657,46121157.637479044,65075672.31101352,56411437.5081657,56411437.5081657,-210858.99367396886,-210858.99367396886,-210858.99367396886,257615.59947270202,257615.59947270202,257615.59947270202,-468474.5931466709,-468474.5931466709,-468474.5931466709,0.0,0.0,0.0,56200578.51449174
2023-09-24,56410124.58206754,46773117.77560176,64623065.866560966,56410124.58206754,56410124.58206754,-243039.89662912997,-243039.89662912997,-243039.89662912997,26329.72047008521,26329.72047008521,26329.72047008521,-269369.61709921516,-269369.61709921516,-269369.61709921516,0.0,0.0,0.0,56167084.68543841
2023-09-25,56408811.65596936,46343621.551409155,64502038.99484609,56408811.65596936,56408811.65596936,-1164715.3450221594,-1164715.3450221594,-1164715.3450221594,-1086491.7805205795,-1086491.7805205795,-1086491.7805205795,-78223.56450158005,-78223.56450158005,-78223.56450158005,0.0,0.0,0.0,55244096.3109472
2023-09-26,56407498.7298712,46461589.71688776,64191758.240984835,56407498.7298712,56407498.7298712,-758756.8528157766,-758756.8528157766,-758756.8528157766,-859143.5992379311,-859143.5992379311,-859143.5992379311,100386.74642215438,100386.74642215438,100386.74642215438,0.0,0.0,0.0,55648741.87705542
2023-09-27,56406185.803773016,46931904.0776221,66258186.04855446,56406185.803773016,56406185.803773016,834245.1821095977,834245.1821095977,834245.1821095977,572021.3035140976,572021.3035140976,572021.3035140976,262223.87859550025,262223.87859550025,262223.87859550025,0.0,0.0,0.0,57240430.98588261
2023-09-28,56404872.877674855,47897027.494435936,66624801.16989324,56404872.877674855,56404872.877674855,826837.757924745,826837.757924745,826837.757924745,423331.8324038397,423331.8324038397,423331.8324038397,403505.92552090535,403505.92552090535,403505.92552090535,0.0,0.0,0.0,57231710.6355996
2023-09-29,56403559.95157667,49024180.031591736,66530346.92829345,56403559.95157667,56403559.95157667,1187349.2805179511,1187349.2805179511,1187349.2805179511,666336.9238908589,666336.9238908589,666336.9238908589,521012.3566270921,521012.3566270921,521012.3566270921,0.0,0.0,0.0,57590909.23209462
2023-09-30,56402247.02547851,48195044.95443821,66171003.285159476,56402247.02547851,56402247.02547851,869791.9782132871,869791.9782132871,869791.9782132871,257615.59947390368,257615.59947390368,257615.59947390368,612176.3787393835,612176.3787393835,612176.3787393835,0.0,0.0,0.0,57272039.0036918
2023-10-01,56400934.09938033,48129089.11583646,67483502.34326074,56400934.09938033,56400934.09938033,701490.6708582245,701490.6708582245,701490.6708582245,26329.720470541186,26329.720470541186,26329.720470541186,675160.9503876832,675160.9503876832,675160.9503876832,0.0,0.0,0.0,57102424.770238556
2023-10-02,56399621.17328217,46664814.64546543,65954448.991623305,56399621.17328217,56399621.17328217,-377575.7885072112,-377575.7885072112,-377575.7885072112,-1086491.7805205674,-1086491.7805205674,-1086491.7805205674,708915.9920133563,708915.9920133563,708915.9920133563,0.0,0.0,0.0,56022045.38477496
